broadcast_id, hoster, title, description, duration, publish_date, channel_id, categorie
"59275004", "younow", "YouNow Stream vom 22. Juli 2015", "", "3717", "1437539460", "", "1"
"59324386", "younow", "YouNow Stream vom 22. Juli 2015", "", "5520", "1437577020", "12681330", "1"
"12681330", "younow", "YouNow Stream vom 24. Juli 2015", "", "3943", "1437710880", "", "1"
"59650524", "younow", "YouNow Stream vom 24. Juli 2015", "", "4049", "1437747720", "", "1"
"59669341", "younow", "YouNow Stream vom 24. Juli 2015", "", "5788", "1437759420", "", "1"
"59772923", "younow", "", "", "0", "1437775200", "", "1"
"59832754", "younow", "", "", "0", "1437775200", "", "1"
"59842808", "younow", "", "", "0", "1437775200", "", "1"
"59848967", "younow", "", "", "0", "1437775200", "", "1"
"59862233", "younow", "", "", "0", "1437775200", "", "1"
"59885664", "younow", "", "", "0", "1437775200", "", "1"
"60004585", "younow", "YouNow Stream vom 26. Juli 2015", "", "3686", "1437941280", "", "1"
"60159397", "younow", "YouNow Stream vom 27. Juli 2015", "", "1286", "1438025820", "", "1"
"60684617", "younow", "YouNow Stream vom 30. Juli 2015", "", "4710", "1438292400", "", "1"
"60837791", "younow", "", "", "0", "1438423260", "", "1"
"61134313", "younow", "YouNow Stream vom 02. August 2015", "", "11327", "1438547820", "", "1"
"61240743", "younow", "YouNow Stream vom 03. August 2015", "", "5472", "1438614240", "", "1"
"61146097", "younow", "YouNow Stream vom 03. August 2015", "", "3456", "1438626600", "", "1"
"61587830", "younow", "", "", "0", "1438725600", "", "1"
"61618494", "younow", "YouNow Stream vom 05. August 2015", "", "3697", "1438796220", "", "1"
"61625503", "younow", "YouNow Stream vom 05. August 2015", "", "15322", "1438808100", "", "1"
"61729367", "younow", "YouNow Stream vom 06. August 2015", "", "1960", "1438869180", "", "1"
"61627224", "younow", "YouNow Stream vom 07. August 2015", "", "5897", "1438953300", "", "1"
"61890178", "younow", "YouNow Stream vom 07. August 2015", "", "1567", "1438961820", "", "1"
"61954260", "younow", "YouNow Stream vom 08. August 2018", "", "6119", "1438984980", "12681330", "1"
"62242051", "younow", "YouNow Stream vom 09. August 2015", "", "3534", "1439146140", "12681330", "1"
"62361789", "younow", "YouNow Stream vom 10. August 2015", "", "4656", "1439207220", "12681330", "1"
"63532242", "younow", "YouNow Stream vom 17. August 2015", "", "6878", "1439839080", "12681330", "1"
"63657384", "younow", "YouNow Stream vom 18. August 2015", "", "5625", "1439913900", "12681330", "1"
"63813189", "younow", "YouNow Stream vom 19. August 2015", "", "4684", "1439997180", "12681330", "1"
"63838073", "younow", "Mettwoch mit Erdbeerchen", "", "6863", "1440009300", "12681330", "1"
"63996590", "younow", "YouNow Stream vom 21. August 2015", "", "12609", "1440095760", "12681330", "1"
"64157447", "younow", "21. August 2015", "", "8251", "1440184140", "12681330", "1"
"64178342", "younow", "", "", "0", "1440191880", "12681330", "1"
"64290761", "younow", "YouNow Stream vom 22. August 2015", "", "2972", "1440255900", "12681330", "1"
"64304063", "younow", "YouNow Stream vom 22. August 2015", "", "4525", "1440260520", "12681330", "1"
"64517170", "younow", "YouNow Stream vom 23. August 2015", "", "1291", "1440363720", "12681330", "1"
"64961094", "younow", "YouNow Stream vom 26. August 2015", "", "2892", "1440622740", "12681330", "1"
"65437690", "younow", "YouNow Stream vom 30. August 2015", "", "3291", "1440885960", "12681330", "1"
"65579185", "younow", "YouNow Stream vom 30. August 2015", "", "4626", "1440961920", "12681330", "1"
"65869216", "younow", "YouNow Stream vom 01. September 2015", "", "3824", "1441136280", "12681330", "1"
"66119276", "younow", "YouNow Stream vom 03. September 2015", "", "2806", "1441295700", "12681330", "1"
"66196684", "younow", "YouNow Stream vom 04. September 2015", "", "2362", "1441329180", "12681330", "1"
"66305977", "younow", "YouNow Stream vom 04. September 2015", "", "4729", "1441401240", "12681330", "1"
"66432431", "younow", "", "", "0", "1441463580", "12681330", "1"
"66435669", "younow", "", "", "0", "1441471980", "12681330", "1"
"66440749", "younow", "", "", "0", "1441474260", "12681330", "1"
"66526612", "younow", "YouNow Stream vom 06. September 2015", "", "14582", "1441493340", "", "1"
"66593242", "younow", "", "", "0", "1441546440", "", "1"
"66500546", "younow", "YouNow Stream vom 07. September 2015", "", "3902", "1441632600", "", "1"
"66975022", "younow", "", "", "0", "1441793640", "", "1"
"67091528", "younow", "YouNow Stream vom 09. September 2015", "", "4161", "1441827660", "", "1"
"67091640", "younow", "", "", "0", "1441830240", "", "1"
"67203481", "younow", "YouNow Stream vom 10. September 2015", "", "11245", "1441905360", "", "1"
"stream-1", "hitbox", "Hitbox Stream vom 12. September 2015", "", "7110", "1442068200", "", "2"
"67382206", "younow", "YouNow Stream vom 12. September 2015", "", "5907", "1442081400", "", "1"
"67677104", "younow", "YouNow Stream vom 13. September 2015", "", "5807", "1442158620", "", "1"
"67729032", "younow", "YouNow Stream vom 13. September 2015", "", "2428", "1442176140", "", "1"
"67851242", "younow", "", "", "1173", "1442252280", "", "1"
"67877762", "younow", "YouNow Stream vom 14. September 2015", "", "6339", "1442263140", "", "1"
"67880513", "younow", "", "", "5400", "1442264160", "", "1"
"67924177", "younow", "YouNow Stream vom 15. September 2015", "", "5757", "1442282220", "", "1"
"67978930", "younow", "YouNow Stream vom 15. September 2015", "", "1619", "1442332320", "", "1"
"68112737", "younow", "YouNow Stream vom 16. September 2015", "", "7971", "1442423580", "", "1"
"69454240", "younow", "YouNow Stream vom 26. September 2015", "", "28066", "1443303600", "", "1"
"69509438", "younow", "", "", "0", "1443323807", "", "1"
"69627168", "younow", "YouNow Stream vom 28. September 2015", "", "2338", "1443392520", "", "1"
"69938572", "younow", "YouNow Stream vom 30. September 2015", "", "3457", "1443632520", "", "1"
"70297551", "younow", "", "", "4169", "1443886560", "", "1"
"70386930", "younow", "YouNow Stream vom 04. Oktober 2015", "", "3918", "1443922920", "", "1"
"70392518", "younow", "", "", "1920", "1443925469", "", "1"
"70618732", "younow", "YouNow Stream vom 05. Oktober 2015", "", "3528", "1444079640", "", "1"
"70630739", "younow", "YouNow Stream vom 06. Oktober 2015", "", "1400", "1444136820", "12681330", "1"
"70696509", "younow", "YouNow Stream vom 06. Oktober 2015", "", "9843", "1444146360", "12681330", "1"
"71036917", "younow", "", "", "0", "1444401180", "12681330", "1"
"71163362", "younow", "", "", "0", "1444428000", "12681330", "1"
"71638159", "younow", "", "", "2578", "1444830240", "12681330", "1"
"71787311", "younow", "YouNow Stream vom 15. Oktober 2015", "", "3570", "1444941840", "12681330", "1"
"71882187", "younow", "YouNow Stream vom 16. Oktober 2015", "", "9229", "1445020380", "12681330", "1"
"72541649", "younow", "YouNow Stream vom 22. Oktober 2015", "", "3476", "1445539800", "12681330", "1"
"72665854", "younow", "YouNow Stream vom 23. Oktober 2015", "", "5374", "1445636340", "12681330", "1"
"72668676", "younow", "", "", "0", "1445637600", "12681330", "1"
"73473824", "younow", "YouNow Stream vom 31. Oktober 2015", "", "4250", "1446246060", "12681330", "1"
"73754130", "younow", "YouNow Stream vom 02. November 2015", "", "9792", "1446419520", "12681330", "1"
"73829276", "younow", "YouNow Stream vom 02. November 2015", "", "18146", "1446490680", "12681330", "1"
"73906766", "younow", "YouNow Stream vom 03. November 2015", "", "7579", "1446561540", "12681330", "1"
"73907048", "younow", "", "", "0", "1446563580", "12681330", "1"
"73947331", "younow", "YouNow Stream vom 03. November 2015", "", "8791", "1446589740", "12681330", "1"
"74064156", "younow", "YouNow Stream vom 05. November 2015", "", "0", "1446693720", "12681330", "1"
"74064430", "younow", "YouNow Stream vom 05. November 2015", "", "4398", "1446693720", "12681330", "1"
"74106865", "younow", "YouNow Stream vom 05. November 2015", "", "2354", "1446745200", "12681330", "1"
"74114810", "younow", "YouNow Stream vom 05. November 2015", "", "14368", "1446749820", "12681330", "1"
"74126737", "younow", "YouNow Stream vom 05. November 2015", "", "0", "1446756720", "12681330", "1"
"74239388", "younow", "YouNow Stream vom 06. November 2015", "", "12912", "1446847680", "12681330", "1"
"74360247", "younow", "YouNow Stream vom 07. November 2015", "", "7316", "1446928560", "12681330", "1"
"74488975", "younow", "YouNow Stream vom 08. November 2015", "", "14493", "1447009080", "12681330", "1"
"74545193", "younow", "YouNow Stream vom 09. November 2015", "", "2850", "1447039260", "", "1"
"74688518", "younow", "YouNow Stream vom 10. November 2015", "", "7096", "1447180680", "", "1"
"74810979", "younow", "YouNow Stream vom 11. November 2015", "", "34692", "1447276320", "", "1"
"74811359", "younow", "YouNow Stream vom 11. November 2015", "", "34380", "1447276320", "", "1"
"75031738", "younow", "YouNow Stream vom 14. November 2015", "", "8610", "1447456080", "", "1"
"75129367", "younow", "YouNow Stream vom 14. November 2015", "", "3748", "1447526820", "", "1"
"75290542", "younow", "YouNow Stream vom 15. November 2015", "", "7975", "1447620720", "", "1"
"75571185", "younow", "YouNow Stream vom 18. November 2015", "", "3858", "1447867620", "", "1"
"75672605", "younow", "YouNow Stream vom 19. November 2015", "", "2566", "1447955520", "", "1"
"75680535", "younow", "YouNow Stream vom 19. November 2015", "", "10143", "1447960440", "", "1"
"75784226", "younow", "", "", "360", "1448046360", "", "1"
"75785174", "younow", "YouNow Stream vom 20. November 2015", "", "2451", "1448046840", "", "1"
"75788450", "younow", "", "", "180", "1448048460", "", "1"
"75788881", "younow", "", "", "840", "1448048700", "", "1"
"76075273", "younow", "", "", "240", "1448213640", "", "1"
"76075955", "younow", "YouNow Stream vom 22. November 2015", "", "6376", "1448213940", "", "1"
"76218544", "younow", "YouNow Stream vom 23. November 2015", "", "956", "1448306880", "", "1"
"76219725", "younow", "", "", "300", "1448307420", "", "1"
"76220577", "younow", "", "", "1440", "1448307780", "", "1"
"76224749", "younow", "", "", "0", "1448309280", "", "1"
"76227324", "younow", "", "", "1440", "1448309880", "", "1"
"76301281", "younow", "YouNow Stream vom 24. November 2015", "", "4295", "1448347260", "", "1"
"76302446", "younow", "", "", "3000", "1448348580", "", "1"
"76350157", "younow", "YouNow Stream vom 24. November 2015", "", "7816", "1448391660", "", "1"
"76471340", "younow", "", "", "840", "1448470140", "", "1"
"76502172", "younow", "", "", "8940", "1448482620", "12681330", "1"
"76525404", "younow", "", "", "0", "1448491980", "12681330", "1"
"76527621", "younow", "", "", "0", "1448492940", "12681330", "1"
"76767218", "younow", "YouNow Stream vom 27. November 2015", "", "7971", "1448644320", "12681330", "1"
"77397684", "younow", "YouNow Stream vom 01. Dezember 2015", "", "1464", "1448999700", "12681330", "1"
"77398379", "younow", "", "", "1980", "1449000060", "12681330", "1"
"77543171", "younow", "YouNow Stream vom 03. Dezember 2015", "", "3050", "1449103980", "12681330", "1"
"77543927", "younow", "", "", "4020", "1449104280", "12681330", "1"
"77605043", "younow", "YouNow Stream vom 03. Dezember 2015", "", "3300", "1449163860", "12681330", "1"
"77867933", "younow", "YouNow Stream vom 05. Dezember 2015", "", "1943", "1449340500", "12681330", "1"
"79427836", "younow", "YouNow Stream vom 18. Dezember 2015", "", "5875", "1450471680", "12681330", "1"
"79454172", "younow", "", "", "4920", "1450477200", "12681330", "1"
"80301089", "younow", "YouNow Stream vom 24. Dezember 2015", "", "1828", "1450964760", "12681330", "1"
"80549288", "younow", "", "", "0", "1451116200", "12681330", "1"
"81759170", "younow", "", "", "0", "1451682480", "12681330", "1"
"81762226", "younow", "YouNow Stream vom 01. Januar 2016", "", "10059", "1451683380", "12681330", "1"
"81893865", "younow", "YouNow Stream vom 02. Januar 2016", "", "7111", "1451749500", "12681330", "1"
"81922796", "younow", "YouNow Stream vom 02. Januar 2016", "", "3810", "1451762160", "12681330", "1"
"81926413", "younow", "", "", "0", "1451769840", "12681330", "1"
"82684759", "younow", "", "", "480", "1452202500", "12681330", "1"
"82686088", "younow", "", "", "60", "1452202980", "12681330", "1"
"82686314", "younow", "YouNow Stream vom 07. Januar 2016", "", "7403", "1452203100", "12681330", "1"
"82827639", "younow", "YouNow Stream vom 09. Januar 2016", "", "8314", "1452297000", "12681330", "1"
"82945711", "younow", "", "", "0", "1452365640", "12681330", "1"
"83237653", "younow", "YouNow Stream vom 11. Januar 2016", "", "182", "1452490440", "12681330", "1"
"83652656", "younow", "YouNow Stream vom 14. Januar 2016", "", "4112", "1452793200", "12681330", "1"
"stream-2", "hitbox", "Hitbox Stream vom 14. Januar 2016", "", "2502", "1452798300", "", "2"
"83750302", "younow", "YouNow Stream vom 15. Januar 2016", "", "7152", "1452844740", "12681330", "1"
"84934761", "younow", "YouNow Stream vom 22. Januar 2016", "", "3490", "1453464540", "12681330", "1"
"86109080", "younow", "January 28, 2016", "", "3486", "1454011920", "12681330", "1"
"86238193", "younow", "January 29, 2016", "", "5952", "1454086380", "12681330", "1"
"86412692", "younow", "January 30, 2016", "", "9927", "1454157600", "12681330", "1"
"86651199", "younow", "January 31, 2016", "", "7924", "1454253540", "12681330", "1"
"87096129", "younow", "YouNow Stream vom 03. Februar 2016", "", "14150", "1454491860", "12681330", "1"
"87249848", "younow", "YouNow Stream vom 04. Februar 2016", "", "6254", "1454597760", "12681330", "1"
"87400206", "younow", "YouNow Stream vom 05. Februar 2016", "", "13497", "1454695080", "12681330", "1"
"87432029", "younow", "February 5, 2016", "", "1111", "1454708040", "12681330", "1"
"87558518", "younow", "February 6, 2016", "", "10304", "1454752020", "12681330", "1"
"87533120", "younow", "February 6, 2016", "", "101", "1454752980", "12681330", "1"
"87533233", "younow", "February 6, 2016", "", "3037", "1454753100", "12681330", "1"
"stream-3", "hitbox", "Hitbox Stream vom 06. Februar 2016", "", "10929", "1454765940", "", "2"
"stream-4", "hitbox", "Hitbox Stream vom 06. Februar 2016", "", "9254", "1454785080", "", "2"
"87745402", "younow", "February 7, 2016", "", "840", "1454850840", "12681330", "1"
"stream-5", "hitbox", "Hitbox Stream vom 07. Februar 2016", "", "6753", "1454877720", "", "2"
"stream-6", "hitbox", "Hitbox Stream vom 08. Februar 2016", "", "7951", "1454945640", "", "2"
"88033141", "younow", "February 9, 2016", "", "4003", "1455013320", "12681330", "1"
"stream-7", "hitbox", "Hitbox Stream vom 09. Februar 2016", "", "5701", "1455038100", "", "2"
"88182835", "younow", "February 10, 2016", "", "3737", "1455118200", "12681330", "1"
"stream-8", "hitbox", "Hitbox Stream vom 10. Februar 2016", "", "4387", "1455130440", "", "2"
"88298955", "younow", "Gut eine Stunde live Let´s Go", "", "250", "1455192900", "12681330", "1"
"88299230", "younow", "February 11, 2016", "", "7346", "1455193200", "12681330", "1"
"stream-9", "hitbox", "Hitbox Stream vom 11. Februar 2016", "", "7879", "1455222420", "", "2"
"88429941", "younow", "February 12, 2016", "", "60", "1455278580", "12681330", "1"
"88430013", "younow", "February 12, 2016", "", "3924", "1455278640", "12681330", "1"
"stream-11", "hitbox", "Hitbox Stream vom 12. Februar 2016", "", "7913", "1455297420", "", "2"
"88520602", "younow", "February 12, 2016", "", "3796", "1455299400", "12681330", "1"
"88611893", "younow", "kleiner Vor stream", "", "72", "1455374160", "12681330", "1"
"88612209", "younow", "February 13, 2016", "", "5556", "1455374220", "12681330", "1"
"88620784", "younow", "February 13, 2016", "", "2997", "1455379020", "12681330", "1"
"stream-10", "hitbox", "Hitbox Stream vom 12. Februar 2016", "", "2770", "1455382740", "", "2"
"88833783", "younow", "February 14, 2016", "", "5960", "1455475440", "12681330", "1"
"88991584", "younow", "February 15, 2016", "", "4134", "1455554760", "12681330", "1"
"88993441", "younow", "February 15, 2016", "", "3822", "1455555120", "12681330", "1"
"89160099", "younow", "February 16, 2016", "", "5656", "1455643380", "12681330", "1"
"89172112", "younow", "February 16, 2016", "", "339", "1455648780", "12681330", "1"
"89291541", "younow", "February 17, 2016", "", "2569", "1455724380", "12681330", "1"
"89294802", "younow", "February 17, 2016", "", "348", "1455726780", "12681330", "1"
"89404674", "younow", "February 18, 2016", "", "4448", "1455797820", "12681330", "1"
"stream-12", "hitbox", "Hitbox Stream vom 18. Februar 2016", "", "3949", "1455822540", "", "2"
"89582191", "younow", "February 19, 2016", "", "94", "1455903480", "12681330", "1"
"89600584", "younow", "February 19, 2016", "", "423", "1455910980", "12681330", "1"
"89602046", "younow", "February 19, 2016", "", "215", "1455911520", "12681330", "1"
"89810887", "younow", "February 20, 2016", "", "4550", "1456001400", "12681330", "1"
"89968317", "younow", "February 21, 2016", "", "6505", "1456074840", "12681330", "1"
"90553090", "younow", "February 25, 2016", "", "151", "1456414080", "12681330", "1"
"90553348", "younow", "February 25, 2016", "", "3162", "1456414200", "12681330", "1"
"91157219", "younow", "February 28, 2016", "", "109", "1456692420", "12681330", "1"
"91157631", "younow", "February 28, 2016", "", "3507", "1456692540", "12681330", "1"
"91413169", "younow", "March 1, 2016", "", "114", "1456853040", "12681330", "1"
"91413388", "younow", "March 1, 2016", "", "7279", "1456853160", "12681330", "1"
"91548572", "younow", "March 2, 2016", "", "3608", "1456942560", "12681330", "1"
"91666157", "younow", "March 3, 2016", "", "116", "1456983480", "12681330", "1"
"91666268", "younow", "March 3, 2016", "", "6122", "1456983600", "12681330", "1"
"91666523", "younow", "March 3, 2016", "", "5298", "1456983960", "12681330", "1"
"91670252", "younow", "March 3, 2016", "", "521", "1456989420", "12681330", "1"
"stream-13", "hitbox", "Hitbox Stream vom 03. März 2016", "", "3611", "1457000040", "", "2"
"91829054", "younow", "March 4, 2016", "", "2865", "1457111460", "12681330", "1"
"92335992", "younow", "March 6, 2016", "", "105", "1457301120", "12681330", "1"
"92336841", "younow", "March 6, 2016", "", "3571", "1457301300", "12681330", "1"
"92344503", "younow", "March 6, 2016", "", "929", "1457303940", "12681330", "1"
"92479427", "younow", "March 7, 2016", "", "4209", "1457370780", "12681330", "1"
"92645499", "younow", "March 8, 2016", "", "4862", "1457451420", "12681330", "1"
"92767976", "younow", "March 9, 2016", "", "251", "1457512860", "12681330", "1"
"92768519", "younow", "March 9, 2016", "", "45", "1457513100", "12681330", "1"
"92768711", "younow", "March 9, 2016", "", "8107", "1457513220", "12681330", "1"
"93064395", "younow", "March 10, 2016", "", "3539", "1457617200", "12681330", "1"
"93382231", "younow", "March 11, 2016", "", "54", "1457729040", "12681330", "1"
"93382671", "younow", "March 11, 2016", "", "7276", "1457729100", "12681330", "1"
"93509411", "younow", "March 12, 2016", "", "106", "1457783940", "12681330", "1"
"93509567", "younow", "March 12, 2016", "", "3599", "1457784120", "12681330", "1"
"93548308", "younow", "March 12, 2016", "", "67", "1457805360", "12681330", "1"
"93548633", "younow", "March 12, 2016", "", "8890", "1457805420", "12681330", "1"
"93567075", "younow", "March 12, 2016", "", "3914", "1457810460", "12681330", "1"
"93751963", "younow", "March 13, 2016", "", "5921", "1457876700", "12681330", "1"
"93813243", "younow", "March 13, 2016", "", "4574", "1457901420", "12681330", "1"
"93991335", "younow", "March 14, 2016", "", "4074", "1457981940", "12681330", "1"
"94227238", "younow", "March 15, 2016", "", "64", "1458069480", "12681330", "1"
"94227745", "younow", "March 15, 2016", "", "8369", "1458069600", "12681330", "1"
"94238950", "younow", "March 15, 2016", "", "5860", "1458072120", "12681330", "1"
"94447302", "younow", "March 16, 2016", "", "5180", "1458149940", "12681330", "1"
"94566290", "younow", "March 17, 2016", "", "4177", "1458214980", "12681330", "1"
"94588894", "younow", "March 17, 2016", "", "61", "1458233880", "12681330", "1"
"94589101", "younow", "March 17, 2016", "", "370", "1458233940", "12681330", "1"
"94589641", "younow", "March 17, 2016", "", "7545", "1458234300", "12681330", "1"
"94922509", "younow", "March 18, 2016", "", "93", "1458326520", "12681330", "1"
"94922782", "younow", "March 18, 2016", "", "7005", "1458326640", "12681330", "1"
"95104079", "younow", "March 19, 2016", "", "3731", "1458387420", "12681330", "1"
"95134418", "younow", "March 19, 2016", "", "58", "1458403260", "12681330", "1"
"95134689", "younow", "March 19, 2016", "", "16328", "1458403380", "12681330", "1"
"95641627", "younow", "March 20, 2016", "", "7756", "1458522420", "12681330", "1"
"95818278", "younow", "March 21, 2016", "", "5325", "1458574080", "12681330", "1"
"stream-14", "hitbox", "Hitbox Stream vom 21. März 2016", "", "13371", "1458585300", "", "2"
"95879787", "younow", "March 21, 2016", "", "35", "1458597960", "12681330", "1"
"95880362", "younow", "March 21, 2016", "", "573", "1458598020", "12681330", "1"
"95882081", "younow", "March 21, 2016", "", "116", "1458598620", "12681330", "1"
"95882445", "younow", "March 21, 2016", "", "11849", "1458598740", "12681330", "1"
"96054249", "younow", "March 22, 2016", "", "14812", "1458653100", "12681330", "1"
"96095794", "younow", "March 22, 2016", "", "2038", "1458676920", "12681330", "1"
"96101160", "younow", "March 22, 2016", "", "6578", "1458678960", "12681330", "1"
"stream-15", "hitbox", "Hitbox Stream vom 23. März 2016", "", "19637", "1458749280", "", "2"
"96448137", "younow", "March 23, 2016", "", "4244", "1458776760", "12681330", "1"
"stream-16", "hitbox", "Hitbox Stream vom 24. März 2016", "", "13094", "1458834900", "", "2"
"stream-17", "hitbox", "Hitbox Stream vom 24. März 2016", "", "33721", "1458851100", "", "2"
"96680317", "younow", "March 24, 2016", "", "3135", "1458854040", "12681330", "1"
"stream-18", "hitbox", "Hitbox Stream vom 25. März 2016", "", "13629", "1458920940", "", "2"
"96889085", "younow", "March 25, 2016", "", "3734", "1458951660", "12681330", "1"
"97091400", "younow", "March 26, 2016", "", "3532", "1459043280", "12681330", "1"
"stream-19", "hitbox", "Hitbox Stream vom 27. März 2016", "", "7032", "1459094820", "", "2"
"stream-20", "hitbox", "Bauer Drache Life [German]", "", "16377", "1459186440", "", "2"
"97630165", "younow", "March 28, 2016", "", "4421", "1459188540", "12681330", "1"
"97636450", "younow", "March 28, 2016", "", "1216", "1459190940", "12681330", "1"
"97640118", "younow", "March 28, 2016", "", "869", "1459192260", "12681330", "1"
"98695298", "younow", "March 31, 2016", "", "5748", "1459410720", "12681330", "1"
"99238975", "younow", "April 1, 2016", "", "4800", "1459504500", "12681330", "1"
"stream-21", "hitbox", "Hitbox Stream vom 01. April 2016", "", "9948", "1459506000", "", "2"
"stream-22", "hitbox", "Hitbox Stream vom 02. April 2016", "", "19947", "1459613820", "", "2"
"stream-23", "hitbox", "Hitbox Stream vom 03. April 2016", "", "6839", "1459689720", "", "2"
"100354698", "younow", "April 4, 2016", "", "3903", "1459799160", "12681330", "1"
"100627056", "younow", "April 5, 2016", "", "4012", "1459883700", "12681330", "1"
